매장명,지역,주소,전화번호
문현점,부산광역시,"부산광역시 남구 고동골로 29, 111동 1층 103~104호 (문현동 ,베스티움상가)",051-636-5840
반여점,부산광역시,"부산광역시 해운대구 재반로 230-1 , (반여동, 스타게임랜드)1층",051-782-1235
범일동점,부산광역시,"부산광역시 동구 범일로102번길 13 , (범일동)1층",051-633-5422
범천점,부산광역시,"부산광역시 부산진구 황령대로 23 , (범천동, 세운이노빌)1층 102호",051-633-5462
사상터미널점,부산광역시,"부산광역시 사상구 사상로 196 , (괘법동, 한빛빌딩)1층",051-311-6918
사직역점,부산광역시,"부산광역시 동래구 아시아드대로 145 , 1층 (사직동)",051-503-2937
사직점,부산광역시,"부산광역시 동래구 사직북로47번길 20 , (사직동)1층",051-506-4020
서구청점,부산광역시,"부산광역시 중구 보수대로 16, 1층 (부평동 2가)",051-945-1003
서면3호점,부산광역시,"부산광역시 부산진구 새싹로 5 , (부전동)",051-808-1316
서면롯데점,부산광역시,"부산광역시 부산진구 가야대로784번길 11 , (부전동)1층",051-817-7733
서면롯데호텔점,부산광역시,"부산광역시 부산진구 부전로66번길 4, 1층 ",051-803-6604
서면일번가점,부산광역시,"부산광역시 부산진구 서면로 30, 1층 (부전동)",070-4102-0201
서면점,부산광역시,"부산광역시 부산진구 중앙대로692번길 26 , (부전동)1층",051-819-5485
센텀비스타점,부산광역시,"부산광역시 수영구 무학로63번길 142, 401동 108호(민락동 , 센텀비스타동원2차)",051-752-5060
센텀재송점,부산광역시,"부산광역시 해운대구 해운대로76번길 44, 1층(재송동)",051-784-7474
센텀점,부산광역시,"부산광역시 해운대구 센텀동로 123, B동 1층 (재송동 , 더샵센텀스타아파트)",051-781-0656
수영구청점,부산광역시,"부산광역시 수영구 광남로48번길 5 , 1층(남천동)",051-611-5411
안락sk점,부산광역시,"부산광역시 동래구 충렬대로459번길 33 , 1층(안락동)",051-522-4037
안락점,부산광역시,"부산광역시 동래구 안락로 136-2 , 1층 (안락동)",051-526-1008
연산점,부산광역시,"부산광역시 연제구 월드컵대로 75, 1층(연산동)",051-686-0201
연산파크시티점,부산광역시,"부산광역시 연제구 신금로 25 , 1층 149호(연산동 ,노블레스스퀘어)",051-861-8288
오산시티자이점,경기도,"경기도 오산시 부산중앙로 42 , 1층 108호 (부산동 , 오산시티자이 2차)",031-372-0427
온천장점,부산광역시,"부산광역시 동래구 온천장로 52, 1층(온천동)",051-552-1120
온천천점,부산광역시,"부산광역시 동래구 안남로 108, 1층 103호(안락동 , 화성코아)",051-531-5551
용호점,부산광역시,부산광역시 남구 용호로 138,051-621-1309
우암점,부산광역시,"부산광역시 남구 우암로154번길 44 , 1층 (우암동)",051-987-4845
이마트연제점,부산,"부산 연제구 연수로 89 (연산동, 신세계연제점E마트)",051-711-2510
장전역점,부산광역시,"부산광역시 금정구 중앙대로 1719번길 29, 상가 11동 116호",051-513-3218
좌동재래시장점,부산광역시,"부산광역시 해운대구 대천로 106번길 29, 1층 일부호(좌동)",051-704-2301
주례보훈병원점,부산광역시,부산광역시 사상구 백양대로 438 ,051-311-5777
주례삼선병원점,부산광역시,부산광역시 사상구 가야대로318번길 14,051-326-1188
지사동점,부산광역시,"부산광역시 강서구 과학산단로 349, 1층",051-972-4666
초량점,부산광역시,"부산광역시 동구 초량중로 94 , 1~2층 (초량동)",051-467-9868
포레나점,부산광역시,"부산광역시 부산진구 초연로 6, 상가104호(포레나 부산초읍 아파트)",051-816-0035
하단SK뷰점,부산광역시,"부산광역시 사하구 하신번영로 395, 1층 (하단동)",051-202-3870
학장점,부산광역시,"부산광역시 사상구 대동로 103, 1층 102호(학장동 , 홍익빌딩)",051-322-9849
해운대NC점,부산광역시,부산광역시 해운대구 해운대로 813,051-709-5725
해운대미포점,부산광역시,"부산광역시 해운대구 달맞이길50번길 26, 1-2층(중동)",051-744-3303
해운대시장점,부산광역시,"부산광역시 해운대구 중동1로 35 , 층(중동)",051-911-7675
해운대중동이마트점,부산광역시,"부산광역시 해운대구 좌동순환로 505, 105호 일부(중동 , 센트럴메디타워)",051-746-1013
해운대해변점,부산광역시,"부산광역시 해운대구 구남로 45 , 1층(중동)",051-731-1411
허심청점,부산광역시,"부산광역시 동래구 온천장로 125, 1층",051-553-1735
화명역점,부산광역시,"부산광역시 북구 금곡대로 287 , 104호 (화명동 , 삼한골든뷰)",051-361-2223
화명점,부산광역시,"부산광역시 북구 화명신도시로 132, 1층 105호(화명동 , 위너스타워)",051-363-7882
울산꽃바위점,울산광역시,"울산광역시 동구 화문로 63, 101호(방어동)",052-233-7449
울산남창역점,울산,"울산 울주군 온양읍 남창1길 25-1 (남창리, 인하우스)",052-238-7808
울산남창점,울산,울산 울주군 온양읍 연안2길 13 (대안리),052-237-5333
울산달동사거리점,울산,"울산 남구 중앙로 158 (달동, 쁘띠팔레드 시티)",052-258-2570
울산대왕암공원점,울산,"울산 동구 등대로 99 (일산동, 대왕암상가)",052-232-6217
울산명촌점,울산광역시,"울산광역시 북구 명촌로 81 , 1층 (명촌동)",052-287-0205
울산무거점,울산,울산 남구 북부순환도로 11 (무거동),052-222-3999
울산성남점,울산광역시,"울산광역시 중구 만남의거리 26 , 1층 (성남동)",052-244-7575
울산송정점,울산광역시,"울산광역시 북구 박상진3로 55 , 상가2동 1층 203호(송정동)",052-291-3979
울산업스퀘어점,울산,울산 남구 화합로 185 (삼산동),052-990-5185
울산옥동학원가점,울산,울산 남구 문수로344번길 1 (옥동),052-260-6662
울산온산점,울산광역시,"울산광역시 울주군 온산읍 덕남로 45 , 1층",052-238-0890
울산천상점,울산,울산 울주군 범서읍 대동길 28 (천상리),052-212-3198
울산화봉점,울산광역시,"울산광역시 북구 화봉로 58, 지상1층 101호(연암동 , 신화프라자)",052-288-2777
홈플러스울산점,울산광역시,"울산광역시 중구 번영로 475 , 층(복산동)",052-291-3356
세종AK플라자점,세종특별자치시,"세종특별자치시 가름로 143, KT&G세종타워B 1층 7호(어진동)",044-960-6330
세종고운남측점,세종특별자치시,"세종특별자치시 고운서길 7 (고운동, 골드프라자)",044-862-6510
세종나성점,세종특별자치시,"세종특별자치시 나성북1로 12, 1층(나성동)",044-867-5582
세종다정점,세종특별자치시,"세종특별자치시 다정중앙로 52 , 101호(다정동 , 페스티발2)",044-865-0788
세종대평점,세종특별자치시,"세종특별자치시 한누리대로 2236, 상가동 판매시설-2동 1층 A145 ,A146호(대평동 , 해들마을 6단지 상가동) ",044-868-5554
세종도담점,세종특별자치시,"세종특별자치시 보듬4로 9 , 카림애비뉴상가1동 1F-55, 56호(도담동 , 도램마을11단지) ",044-865-9957
세종반곡점,세종특별자치시,세종특별자치시 한누리대로 1834 (반곡동),044-468-8188
세종보람점,세종특별자치시,"세종특별자치시 한누리대로 2135 , 108호 (보람동 , 스타힐타워)",044-862-8350
세종봉암점,세종특별자치시,세종특별자치시 연서면 당산로 345 (봉암리),044-272-1043
세종새롬점,세종특별자치시,"세종특별자치시 새롬중앙로 51 , (새롬동, 에스월드빌딩)1층",044-864-2585
세종소담점,세종특별자치시,"세종특별자치시 소담1로 12 , 109호 (소담동 , 지엘플렉스1)",044-864-1420
세종아름점,세종특별자치시,"세종특별자치시 보듬3로 92, 2동 109호(아름동 ,해피라움)",044-868-7049
세종어진점,세종특별자치시,"세종특별자치시 절재로 194 (어진동, 중앙타운)",044-868-2456
세종종촌점,세종특별자치시,"세종특별자치시 도움1로 106, 1층(종촌동 , 메가시티)",044-868-9741
세종집현점,세종특별자치시,세종특별자치시 남세종로 73 (집현동),044-865-2888
세종첫마을점,세종특별자치시,"세종특별자치시 한누리대로 193 (나성동, 참미르빌딩), 119호",070-8287-2496
세종해밀점,세종특별자치시,"세종특별자치시 해밀3로 32, 1층 (해밀동)",044-555-0351
계양3동행정복지센터점,인천,"인천 계양구 양지로 30 (동양동, 세종빌딩)",032-553-1003
시청역점,서울,서울 중구 세종대로 81 (태평로2가),02-757-0656
여주중앙점,경기도,"경기도 여주시 세종로 18 , 1층 (홍문동)",031-881-2907
조치원역점,세종특별자치시,"세종특별자치시 조치원읍 조치원로 6-1 , 1층",044-864-1998
조치원침산점,세종특별자치시,"세종특별자치시 조치원읍 행복길 25 , 1층",044-865-0103
경남대점,경남,경남 창원시 마산합포구 3.15대로 2-1 (해운동),055-221-1478
경남사천점,경상남도,"경상남도 사천시 사남면 조동길 38 , (월성리)1층 103호",055-855-2455
거제아주점,경남,경남 거제시 아주1로2길 30 (아주동),055-681-1002
거제옥포대첩로점,경남,"경남 거제시 옥포대첩로 45 (옥포동, 건웅데파트)",055-736-0178
거제포로수용소유적공원점,경남,"경남 거제시 계룡로 61 (고현동, 거제포로수용소유적공원)",055-633-8837
거제포로수용소유적공원점,경남,"경남 거제시 계룡로 61 (고현동, 거제포로수용소유적공원)",055-633-8837
김해가야대역점,경남,"경남 김해시 가야로30번길 13-13 (삼계동), 1층 106",055-322-8831
김해롯데워터파크점,경남,경남 김해시 장유로 555 (신문동),전화번호 누락
김해연지공원점,경남,"경남 김해시 금관대로1368번길 12 (내동), 1층",055-337-7264
남해미조점,경남,"경남 남해군 미조면 미송로 63 (미조리, 천해마트)",055-867-2888
남해상주점,경남,"경남 남해군 상주면 남해대로 709 (상주리, 대성인테리어샤시)",055-862-3365
동탄아너스빌점,경기,"경기 화성시 동탄순환대로20길 69 (목동, 엔에이치에프경남아너스빌), 상가동 1층 107호",031-375-3111
마산롯데캐슬골드점,경남,"경남 창원시 마산회원구 양덕로 48 (양덕동, 창원롯데캐슬센텀골드)",055-255-4560
마산회원점,경남,경남 창원시 마산회원구 북성로 127 (회원동),055-222-1008
사천카이점,경남,"경남 사천시 사남면 항공로 162 (유천리, 삼정그린코아 포레스트)",055-855-8318
양산덕계사거리점,경남,경남 양산시 번영로 13 (덕계동),070-7576-1799
양산사송점,경남,"경남 양산시 동면 내송큰들로 112 (내송리), 102호,103호",055-382-1120
양산통도사점,경남,"경남 양산시 하북면 통도사로 58 (순지리, 맛세븐감자탕)",055-383-3018
진주가좌점,경남,"경남 진주시 관문로 10 (가좌동), 1층 일부",070-8287-0922
진주교대점,경남,경남 진주시 진양호로 348 (신안동),055-745-3303
진해석동사거리점,경남,경남 창원시 진해구 냉천로 73 (석동),055-713-7133
진해용원점,경남,"경남 창원시 진해구 용원로7번길 18 (용원동, 용원엘룩스상가)",055-546-3927
창원가음정시장점,경남,"경남 창원시 성산구 대정로 36 (가음동, 가음동종합상가)",055-287-7264
창원소답점,경남,"경남 창원시 의창구 읍성로 78-1 (소답동, SK위즈대리점)",055-299-0323
창원시청점,경남,"경남 창원시 성산구 용지로 151 (용호동, 동산오피스)",055-275-3803
창원신화더플렉스시티점,경남,경남 창원시 의창구 평산로 33 (팔용동),055-255-1156
창원아티움시티점,경남,"경남 창원시 의창구 창원대로397번길 11 (팔용동, 힐스테이트 아티움시티), 202동 131호",055-276-7006
경북도청신도시점,경북,"경북 예천군 호명면 행복로 230 (산합리, 우방아이유쉘2차)",054-655-3085
경북도청호명점,경북,"경북 예천군 호명면 행복로 177 (산합리, 동일스위트 더 파크)",054-655-0706
경북문경점,경상북도,"경상북도 문경시 상신로 3 , (점촌동)",054-555-5360
경북봉화점,경상북도,"경상북도 봉화군 봉화읍 봉화로 1194 , 1층",054-674-0656
상주경북대점,경상북도,"경상북도 상주시 경상대로 2560-7, 104호(가장동)",054-532-7707
경산사동점,경북,경북 경산시 백자로10길 3-11 (사동),053-801-1118
경산펜타힐즈점,경북,경북 경산시 펜타힐즈2로 37 (중산동),053-719-3349
경주터미널점,경북,경북 경주시 태종로 693 (노서동),054-776-7772
구미4공단점,경북,"경북 구미시 산동읍 산호대로41길 14-13 (봉산리), 1동 1층",054-475-0110
구미문성점,경북,경북 구미시 고아읍 문성로 17 (문성리),054-442-1548
